cgpa,easySolved,mediumSolved,hardSolved,contestRating,projectsCount,internshipsCount,certifications,branch,semester,communityActivityScore,placed,packageBand
8.16,246,67,20,1952.0,4,1,3,MECH,6,60,True,high
6.5,114,155,17,1268.0,2,3,2,MECH,6,73,True,high
9.11,268,198,29,1876.0,6,1,5,CSE,6,48,True,high
7.29,55,137,12,1915.0,6,2,0,EEE,6,68,True,high
8.02,320,114,23,1741.0,6,3,3,CSE,5,82,True,high
8.11,340,56,29,1382.0,7,0,1,CSE,6,70,True,high
7.52,225,65,1,1461.0,3,3,2,ECE,6,23,True,high
8.45,310,89,18,1081.0,6,1,3,ECE,8,50,True,high
7.28,342,49,46,1287.0,6,2,0,CSE,8,41,True,high
8.76,33,13,43,1555.0,2,2,1,ECE,7,18,True,high
6.32,44,15,46,1043.0,1,0,0,IT,7,61,True,low
7.94,33,181,24,1326.0,2,0,0,EEE,6,74,True,mid
9.93,37,170,49,1886.0,2,3,2,EEE,6,66,True,high
6.7,25,41,13,1361.0,3,2,1,MECH,6,29,True,mid
7.05,68,109,5,1658.0,3,0,4,EEE,7,37,False,none
8.37,252,21,11,1542.0,7,0,0,CSE,8,5,True,high
8.0,216,67,19,1323.0,0,3,1,IT,6,98,True,high
8.19,280,18,22,1361.0,1,3,0,MECH,6,21,True,high
8.34,258,65,29,1442.0,6,2,3,CSE,7,10,True,high
8.5,276,166,29,887.0,7,1,3,ECE,8,71,True,high
9.02,202,72,37,1637.0,0,1,1,EEE,6,90,True,high
8.25,344,146,29,1370.0,6,2,2,CSE,6,28,True,high
7.53,227,143,40,1645.0,6,1,4,CSE,8,7,True,high
8.54,124,53,29,1497.0,3,2,3,CSE,5,86,True,high
9.89,77,152,35,1359.0,6,2,2,CIVIL,7,92,True,high
7.65,308,111,48,1449.0,6,0,4,CSE,8,79,True,high
6.73,334,17,33,1450.0,2,1,3,CSE,8,34,True,mid
9.02,84,150,15,1769.0,3,2,4,CSE,5,71,True,high
7.67,112,116,23,1416.0,4,1,5,MECH,6,71,True,high
5.5,306,84,13,1472.0,2,1,0,IT,6,44,False,none
8.73,187,138,25,1085.0,0,3,1,ECE,7,32,True,high
7.21,224,38,7,1388.0,2,1,3,CSE,7,4,True,mid
7.7,324,104,13,1764.0,7,2,3,ECE,8,61,True,high
8.17,48,67,30,1507.0,4,0,0,MECH,7,36,True,high
8.01,268,24,1,1130.0,3,1,3,EEE,7,16,True,mid
8.58,213,190,47,1157.0,1,2,3,EEE,6,21,True,high
7.32,16,157,3,1215.0,6,3,5,CSE,5,77,True,high
8.36,58,172,0,1650.0,5,1,3,CSE,6,31,True,high
7.51,35,122,19,1619.0,1,0,3,CSE,6,13,True,mid
8.61,170,120,13,800.0,1,1,3,IT,8,19,True,mid
8.48,185,60,39,1380.0,6,2,2,EEE,7,21,True,high
6.77,88,99,24,1437.0,3,1,3,EEE,6,29,True,high
8.99,11,50,24,1159.0,1,1,0,CIVIL,6,53,True,high
7.21,141,97,2,1302.0,4,3,5,CIVIL,6,32,True,high
8.69,285,136,4,1733.0,6,1,3,CSE,5,4,True,high
8.2,126,1,37,1502.0,3,0,4,CSE,8,17,True,high
9.82,173,4,25,1275.0,7,1,5,IT,8,62,True,high
7.55,297,189,39,1353.0,1,3,5,IT,5,45,True,high
7.42,37,196,37,1343.0,6,2,4,ECE,7,6,True,high
7.78,342,179,37,1470.0,5,1,0,CIVIL,6,28,True,high
7.47,10,85,3,1043.0,0,1,2,CSE,6,56,True,low
8.68,197,132,6,1233.0,3,3,0,CSE,7,46,True,high
6.02,65,186,29,1659.0,3,3,2,ECE,6,8,True,high
6.64,44,67,29,1382.0,2,3,1,MECH,5,58,True,high
6.63,121,8,18,1188.0,7,1,4,EEE,6,70,True,high
8.85,295,92,38,1198.0,6,0,5,EEE,5,70,True,high
9.68,319,149,34,1580.0,1,3,5,CSE,5,42,True,high
7.69,45,154,39,1271.0,0,2,5,CSE,6,58,True,high
7.61,226,137,32,1528.0,6,1,4,IT,6,5,True,high
7.88,89,124,32,1243.0,5,2,4,CSE,7,52,True,high
9.08,323,60,13,1118.0,4,2,2,EEE,6,63,True,high
6.78,92,50,37,1461.0,3,0,5,MECH,5,90,True,high
8.06,74,9,9,1376.0,4,2,0,EEE,6,3,True,high
8.87,334,133,27,1571.0,4,3,2,IT,8,0,True,high
8.35,137,61,13,1621.0,4,3,5,ECE,6,69,True,high
8.01,316,112,35,1311.0,7,1,4,EEE,8,30,True,high
8.9,31,132,37,1487.0,2,0,4,CSE,6,64,True,high
5.5,225,121,15,1303.0,6,0,4,CSE,8,68,True,high
8.55,116,197,20,1558.0,4,2,5,ECE,6,18,True,high
7.08,118,190,27,1458.0,1,0,4,CSE,5,68,True,high
5.79,190,122,32,1244.0,1,2,1,IT,7,68,True,high
8.36,173,183,5,1223.0,0,2,4,EEE,7,48,True,high
9.31,77,186,40,1467.0,0,0,5,CSE,7,30,True,high
7.65,301,62,14,1691.0,5,1,2,CSE,6,59,True,high
8.85,189,110,43,1625.0,4,2,4,CSE,5,70,True,high
9.57,190,88,2,1164.0,4,3,3,EEE,7,78,True,high
9.25,178,186,42,1191.0,2,3,1,MECH,8,54,True,high
9.6,31,50,46,1227.0,6,0,5,ECE,8,76,True,high
8.62,75,177,34,1251.0,4,0,4,CSE,7,75,True,high
7.88,30,131,13,946.0,4,2,3,CSE,5,82,True,high
6.04,109,103,1,1598.0,7,2,5,CSE,5,76,True,high
7.53,309,122,28,1286.0,6,3,2,EEE,8,90,True,high
6.87,112,47,3,1516.0,4,2,1,CSE,8,37,True,high
10.0,56,31,25,1321.0,3,3,4,CSE,8,32,True,high
7.61,48,119,11,1394.0,3,2,2,CSE,7,5,True,mid
7.94,294,178,1,1229.0,7,1,5,ECE,8,12,True,high
8.41,319,179,16,1393.0,7,1,3,ECE,8,76,True,high
7.85,99,98,34,1182.0,2,3,5,MECH,7,76,True,high
9.66,94,73,9,1395.0,7,1,5,EEE,7,19,True,high
7.12,282,33,47,1764.0,2,1,1,EEE,5,99,True,high
8.01,345,163,21,1530.0,7,0,4,CSE,7,36,True,high
6.98,197,69,40,1473.0,7,2,2,CSE,8,44,True,high
6.35,168,170,42,1070.0,1,0,1,ECE,5,72,False,none
7.13,252,109,20,1542.0,2,3,3,CSE,7,80,True,high
7.76,82,15,14,1566.0,5,0,4,CSE,6,98,True,high
7.33,58,58,34,1467.0,1,3,1,CSE,8,58,True,high
7.04,110,180,47,1454.0,7,1,3,CSE,7,51,True,high
6.25,11,18,20,1365.0,6,0,3,CSE,8,17,True,mid
7.71,253,94,20,1562.0,4,1,2,MECH,7,24,True,high
6.14,185,112,20,1749.0,7,2,5,CSE,6,78,True,high
8.64,247,40,43,1483.0,2,1,3,CSE,5,86,True,high
7.89,68,80,31,1157.0,5,2,3,CSE,7,0,True,high
6.2,108,174,4,1176.0,2,1,5,EEE,6,40,True,mid
7.46,11,102,38,1582.0,7,0,0,EEE,7,17,True,high
6.97,252,53,8,1159.0,2,0,3,CSE,5,0,False,none
8.15,306,182,17,1450.0,1,1,4,MECH,8,38,True,high
9.27,220,94,20,1314.0,6,3,1,CSE,6,73,True,high
5.74,132,146,7,1132.0,6,3,5,EEE,8,30,True,high
7.93,238,61,43,1608.0,1,2,5,EEE,7,70,True,high
7.62,91,98,33,1577.0,7,2,5,MECH,5,37,True,high
8.54,153,92,9,1061.0,0,1,4,EEE,7,7,True,mid
8.03,149,186,40,1520.0,1,0,5,CSE,8,33,True,high
6.97,38,64,23,1484.0,1,2,4,ECE,7,72,True,high
7.45,279,67,39,1609.0,3,1,2,CSE,6,88,True,high
6.92,256,27,23,1442.0,7,2,0,IT,8,26,True,high
8.98,21,17,31,1757.0,2,0,5,CSE,6,40,True,high
7.82,346,25,32,1368.0,1,2,0,ECE,6,6,True,high
9.89,115,103,37,1332.0,2,1,5,CSE,7,31,True,high
7.73,41,146,43,1156.0,2,2,4,CSE,6,72,True,high
7.02,83,54,48,1167.0,3,3,1,EEE,7,80,True,high
6.13,180,118,33,1144.0,7,2,0,ECE,7,98,True,high
5.82,346,123,10,1455.0,2,0,0,CSE,7,15,False,none
6.06,78,184,30,1333.0,5,0,4,CSE,5,1,False,none
8.09,310,133,17,1483.0,1,0,0,EEE,7,42,True,high
8.36,146,128,22,1098.0,2,0,2,CSE,7,30,True,mid
6.06,109,7,21,1186.0,0,1,4,ECE,7,79,True,low
8.78,155,50,42,1182.0,0,2,0,EEE,8,46,True,high
7.27,18,84,17,1942.0,3,2,0,ECE,5,32,True,high
7.96,71,24,39,1359.0,5,2,0,CSE,7,84,True,high
9.57,194,174,46,1383.0,6,2,4,MECH,7,16,True,high
8.79,38,182,40,1381.0,6,1,1,CSE,7,98,True,high
7.5,123,191,46,1788.0,1,0,3,CSE,7,53,True,high
6.82,152,82,38,997.0,7,2,5,ECE,6,53,True,high
5.5,129,92,19,1385.0,3,2,0,CSE,6,50,True,mid
7.01,179,116,12,994.0,0,0,3,CSE,7,51,False,none
7.57,166,137,44,805.0,5,3,3,MECH,6,6,True,high
6.71,344,55,0,1216.0,1,3,0,IT,6,53,True,mid
7.66,269,11,3,1503.0,2,0,0,ECE,7,92,True,mid
7.88,91,160,23,1201.0,1,2,5,CSE,8,10,True,high
7.55,251,119,35,1499.0,4,0,3,CSE,5,61,True,high
7.08,181,70,35,1427.0,1,2,1,EEE,8,29,False,none
7.99,240,16,44,1365.0,2,2,3,ECE,5,81,True,high
8.29,217,188,1,1716.0,4,3,1,CSE,7,56,True,high
6.6,84,121,27,1251.0,6,3,2,MECH,7,45,True,high
9.35,279,123,25,1495.0,5,2,1,CSE,5,79,True,high
7.69,123,9,22,949.0,3,2,5,CSE,8,69,True,high
7.82,71,30,14,1425.0,5,2,4,CSE,6,65,True,high
8.58,329,59,35,1336.0,1,3,0,EEE,5,54,True,high
8.06,111,69,26,1104.0,6,2,2,CSE,7,57,True,high
8.85,219,16,5,1500.0,3,0,3,CSE,7,9,True,high
8.12,264,49,34,1215.0,1,1,1,CSE,8,3,True,mid
7.13,29,36,38,1833.0,0,1,2,CIVIL,6,73,True,high
8.2,67,189,37,800.0,0,2,4,ECE,6,72,True,high
6.54,121,117,34,1462.0,2,0,1,CSE,5,61,True,mid
7.92,322,199,35,1411.0,6,2,5,MECH,7,42,True,high
7.76,205,156,9,1330.0,7,0,3,CSE,7,41,True,high
7.57,101,159,29,1268.0,6,3,3,ECE,8,23,True,high
7.66,61,79,40,1417.0,7,3,1,ECE,7,4,True,high
5.73,302,10,37,1666.0,5,2,4,ECE,8,98,True,high
7.2,17,133,28,982.0,0,3,0,CSE,8,67,True,high
7.9,309,122,42,1199.0,4,2,0,MECH,6,98,True,high
7.98,107,34,38,1137.0,4,1,3,ECE,5,76,True,high
6.67,245,32,49,1126.0,6,0,4,IT,5,95,True,high
9.19,78,17,3,1486.0,6,0,3,EEE,6,44,True,high
6.85,54,164,4,1547.0,1,1,0,IT,7,58,True,mid
8.87,146,12,3,1666.0,6,1,3,ECE,5,64,True,high
8.27,243,89,35,1551.0,3,1,1,CSE,6,62,True,high
7.09,41,109,44,1572.0,4,1,5,EEE,6,74,True,high
9.75,298,191,15,1047.0,1,3,1,MECH,5,89,True,high
6.49,135,0,24,1771.0,7,0,5,CIVIL,6,66,True,high
8.81,76,62,13,1348.0,3,0,4,CSE,5,48,True,mid
8.9,39,33,10,1658.0,6,1,0,ECE,6,76,True,high
7.06,123,102,28,1056.0,6,2,4,CIVIL,5,31,True,high
9.33,213,9,33,1340.0,0,2,4,CIVIL,8,49,True,high
7.52,38,127,21,1636.0,1,2,0,CSE,5,86,True,high
8.12,140,6,13,1407.0,3,2,2,EEE,8,57,True,high
8.09,194,55,23,1212.0,2,3,2,EEE,7,51,True,high
7.65,262,79,38,1727.0,6,0,3,CSE,6,22,True,high
8.69,295,164,25,1107.0,5,0,2,IT,7,29,True,high
8.67,71,156,42,1395.0,5,0,1,ECE,6,69,True,high
5.88,12,11,35,1560.0,6,2,5,EEE,5,70,True,high
9.23,77,144,38,1924.0,2,1,4,CIVIL,7,29,True,high
5.97,34,47,15,1285.0,4,2,3,CSE,8,36,True,mid
8.94,188,25,37,1331.0,5,0,4,CIVIL,8,47,True,high
9.04,150,111,31,1289.0,3,2,0,EEE,7,31,True,high
6.6,240,121,5,1460.0,6,1,2,MECH,6,69,True,high
7.35,309,11,33,1547.0,6,1,0,ECE,6,34,True,high
6.58,172,148,7,1673.0,6,2,3,CSE,7,95,True,high
7.56,320,41,29,1589.0,2,0,5,EEE,8,75,True,mid
7.46,139,60,26,1276.0,4,3,1,CSE,6,67,True,high
8.66,255,57,6,1603.0,1,0,2,ECE,8,31,True,high
9.24,306,181,26,1423.0,6,3,0,ECE,6,58,True,high
9.34,181,33,24,1586.0,1,0,5,ECE,7,34,True,high
7.18,73,6,45,1601.0,3,2,2,EEE,8,15,True,high
7.57,40,108,40,1808.0,3,3,4,EEE,8,78,True,high
5.95,56,34,14,1311.0,7,0,1,MECH,7,51,True,mid
6.91,139,14,24,1264.0,3,2,5,EEE,6,65,True,high
8.86,342,192,21,1512.0,5,0,2,MECH,6,5,True,high
9.58,119,24,17,1696.0,3,1,1,CSE,5,13,True,high
6.44,78,58,11,1415.0,7,1,5,MECH,7,28,True,high
7.15,67,78,22,1712.0,6,0,4,CSE,7,25,True,high
7.77,115,85,44,1573.0,2,2,4,ECE,7,17,True,high
8.11,309,133,38,1350.0,2,0,0,ECE,6,3,True,high
6.91,339,179,24,1541.0,4,2,3,ECE,6,56,True,high
8.27,265,87,9,1291.0,2,3,0,CSE,7,52,True,high
7.28,321,148,29,1460.0,7,1,1,CSE,8,24,True,high
7.78,180,70,9,1132.0,5,3,0,CSE,5,46,True,high
8.4,171,120,33,1383.0,7,2,5,ECE,8,51,True,high
7.81,295,92,45,1650.0,1,0,2,CSE,6,92,True,high
7.32,80,95,12,1592.0,7,1,5,CSE,7,33,True,high
7.68,264,31,28,1555.0,4,2,0,CSE,8,15,True,high
7.7,64,52,37,1472.0,2,2,3,CSE,6,93,True,high
7.39,332,58,40,1440.0,3,1,5,CIVIL,5,86,True,high
7.52,12,68,44,1083.0,2,0,5,EEE,6,35,True,mid
9.56,35,189,8,1348.0,0,1,5,IT,6,27,True,high
8.42,322,131,12,1446.0,4,0,3,EEE,7,64,True,high
7.47,135,85,36,1119.0,6,0,5,MECH,5,71,True,high
8.57,62,17,13,962.0,6,2,1,ECE,5,52,True,high
7.43,207,80,36,1682.0,5,0,4,ECE,7,41,True,high
9.09,308,113,8,1413.0,2,0,3,ECE,7,78,True,high
8.21,197,183,7,1452.0,2,1,1,CSE,6,97,True,high
7.68,195,23,38,1539.0,5,1,3,EEE,7,18,True,high
8.29,314,65,39,1154.0,7,0,3,CIVIL,7,43,True,high
6.07,307,140,2,1299.0,1,2,4,MECH,5,29,True,high
6.56,213,61,46,1776.0,3,1,2,ECE,7,73,True,high
6.49,20,53,39,1278.0,7,3,1,IT,8,43,True,high
7.96,155,142,32,1334.0,3,2,3,IT,6,26,True,high
9.71,94,196,31,1233.0,1,1,3,ECE,7,83,True,high
10.0,109,130,6,1215.0,1,1,0,CIVIL,8,88,True,high
8.5,113,36,18,1676.0,0,3,5,CSE,8,72,True,high
8.35,55,36,33,800.0,7,0,2,CSE,7,33,True,high
5.82,53,130,13,1286.0,5,1,4,CSE,7,84,True,high
7.2,287,190,49,1456.0,4,3,1,MECH,7,23,True,high
6.93,190,34,46,1824.0,3,3,3,CSE,7,55,True,high
7.12,196,179,45,1116.0,1,1,5,CSE,6,6,True,high
7.62,123,123,18,1074.0,1,2,1,CSE,5,67,True,mid
7.28,264,155,25,1185.0,5,1,4,CSE,6,50,True,high
5.62,39,17,16,1575.0,6,3,2,ECE,6,7,True,high
8.62,273,121,27,1431.0,4,1,0,CSE,6,55,True,high
6.62,107,163,18,1039.0,1,2,2,ECE,6,76,True,high
8.06,322,160,26,1425.0,6,0,0,CSE,8,57,True,high
10.0,338,191,47,1788.0,0,0,1,CSE,8,84,True,high
6.79,124,153,18,1466.0,4,1,2,MECH,7,98,True,high
5.5,285,47,32,1441.0,6,1,2,IT,8,68,True,high
7.49,290,167,6,1456.0,0,3,2,ECE,8,7,True,high
9.01,284,16,28,1504.0,2,2,4,CSE,8,65,True,high
9.95,270,167,42,1083.0,3,3,1,IT,5,23,True,high
6.45,340,134,4,1342.0,1,3,0,ECE,6,41,True,mid
8.35,216,56,29,1355.0,6,0,2,EEE,7,53,True,high
7.29,337,7,48,1279.0,4,3,1,ECE,5,15,True,high
7.68,220,127,42,1572.0,0,3,5,CSE,8,3,True,high
10.0,224,116,7,1242.0,3,0,4,EEE,5,58,True,high
6.15,49,55,41,1310.0,7,0,4,EEE,6,93,True,high
8.08,35,125,11,1085.0,3,2,5,ECE,5,45,True,high
8.31,36,158,41,1495.0,7,2,1,CSE,7,93,True,high
8.99,199,58,12,1635.0,7,2,0,MECH,7,98,True,high
7.91,92,57,25,1310.0,1,1,1,CSE,7,12,True,high
8.14,179,139,17,1602.0,6,0,1,EEE,6,36,True,high
7.37,176,175,41,1363.0,7,1,3,CSE,7,53,True,high
8.1,197,158,48,800.0,3,1,4,ECE,7,48,True,high
7.42,178,107,19,1387.0,1,2,0,CSE,7,74,True,high
8.48,298,190,15,1356.0,6,0,3,EEE,6,57,True,high
7.39,238,73,36,1426.0,7,1,5,CSE,5,18,True,high
8.21,106,166,2,1463.0,6,3,1,ECE,5,17,True,high
7.77,25,147,26,1229.0,2,3,5,CSE,7,59,True,high
9.04,288,100,14,1768.0,1,0,4,IT,6,16,True,high
7.74,144,47,33,1383.0,5,1,3,IT,5,10,True,high
5.85,35,70,44,1350.0,7,2,3,MECH,5,14,True,high
9.19,21,115,21,1586.0,0,1,0,IT,7,71,True,high
6.8,81,181,39,1405.0,5,3,1,CSE,7,92,True,high
7.08,142,121,22,2041.0,6,3,0,IT,7,16,True,high
7.14,115,77,48,1348.0,6,2,3,CSE,7,89,True,high
9.31,229,198,3,1488.0,3,0,3,ECE,5,4,True,high
5.5,186,28,40,1213.0,3,1,0,CSE,6,60,True,low
10.0,291,92,22,1618.0,3,3,3,IT,6,3,True,high
8.96,142,72,46,1477.0,6,1,2,EEE,6,55,True,high
8.05,31,99,8,1315.0,1,2,4,ECE,8,87,True,high
7.74,278,175,23,1182.0,4,2,1,IT,7,74,True,high
8.11,170,73,20,1073.0,1,0,4,EEE,7,93,True,mid
8.37,116,183,40,1505.0,0,2,1,EEE,6,47,True,high
8.51,288,94,45,1053.0,1,0,3,CSE,6,47,True,mid
8.41,244,16,15,1727.0,3,1,0,CIVIL,6,34,True,high
7.9,27,136,24,1084.0,2,3,0,IT,7,32,True,high
7.58,251,96,25,1355.0,0,3,3,IT,6,99,True,high
7.63,126,161,48,1180.0,5,0,1,CSE,6,20,True,high
7.59,295,172,44,1408.0,2,3,3,CSE,7,4,True,high
9.05,291,8,8,1407.0,0,0,1,CSE,8,63,True,mid
8.45,153,134,14,1511.0,0,0,3,CSE,5,68,True,high
5.5,214,143,38,1018.0,6,1,3,CSE,5,20,True,mid
8.52,48,18,32,1209.0,3,1,3,EEE,5,88,True,high
8.01,163,133,0,1643.0,6,2,0,MECH,7,73,True,high
7.78,185,113,4,1565.0,7,0,1,IT,5,82,True,high
7.37,250,138,8,800.0,5,1,5,CSE,7,31,True,mid
9.04,143,124,43,1494.0,1,0,3,CSE,7,17,True,high
8.84,55,60,5,1142.0,6,0,4,CSE,6,57,True,high
6.95,59,41,27,1252.0,7,0,4,CSE,5,97,True,high
8.25,175,12,44,1343.0,5,1,0,ECE,6,78,True,high
6.73,115,139,25,1789.0,3,0,2,CSE,5,23,True,high
6.28,225,84,27,1139.0,3,0,5,IT,5,4,True,mid
7.11,155,19,39,1049.0,7,2,0,ECE,7,52,True,high
8.75,81,49,14,1513.0,6,0,2,ECE,7,95,True,high
8.85,339,163,5,1393.0,3,2,0,EEE,5,72,True,high
8.36,282,91,26,1702.0,2,0,4,EEE,7,54,True,high
8.6,256,87,37,1312.0,5,2,3,ECE,6,4,True,high
8.37,195,68,3,1703.0,5,1,1,CIVIL,7,68,True,high
7.09,79,36,10,1404.0,0,1,3,EEE,8,40,True,mid
8.28,159,139,20,1532.0,4,3,4,CIVIL,8,97,True,high
8.68,255,98,29,1806.0,1,0,1,CSE,6,6,True,high
8.63,271,124,17,1358.0,7,3,2,CSE,7,89,True,high
9.11,35,167,34,1661.0,3,3,2,MECH,7,0,True,high
8.58,149,53,2,1247.0,5,2,4,CSE,5,51,True,high
8.19,108,129,11,1457.0,5,1,1,EEE,7,97,True,high
8.98,287,177,26,1039.0,0,0,3,EEE,8,25,True,high
7.77,60,40,29,1274.0,7,0,4,CSE,6,95,True,high
6.83,160,44,20,1135.0,1,2,2,ECE,6,62,False,none
7.62,113,102,37,1705.0,4,3,4,CIVIL,7,11,True,high
6.98,98,105,20,1835.0,4,2,3,CIVIL,5,69,True,high
7.06,150,136,37,1311.0,3,3,0,EEE,6,83,True,high
7.64,222,189,39,1207.0,4,0,5,MECH,6,18,True,high
6.93,242,127,14,1072.0,4,2,5,CIVIL,5,79,True,high
7.46,192,85,17,1466.0,6,3,5,EEE,5,3,True,high
5.72,260,46,28,1249.0,1,2,0,CSE,6,95,False,none
8.03,18,4,47,1263.0,7,1,3,CSE,5,81,True,high
7.8,88,0,37,1807.0,1,2,1,ECE,7,4,True,high
6.9,61,43,20,1326.0,6,0,4,CSE,6,53,True,high
8.53,278,149,16,1547.0,3,2,3,CSE,5,69,True,high
8.83,235,37,40,1413.0,5,0,0,IT,6,56,True,high
6.03,60,18,17,1061.0,0,0,2,EEE,5,77,False,none
6.96,195,158,36,939.0,3,2,5,CIVIL,6,51,True,high
6.95,43,114,37,1522.0,2,2,5,EEE,6,17,True,high
6.77,300,194,11,1826.0,4,2,3,ECE,7,63,True,high
8.71,239,86,10,1479.0,6,1,5,CSE,6,9,True,high
7.59,140,169,47,1556.0,0,1,5,IT,6,22,True,high
7.51,129,122,48,1174.0,5,3,3,CSE,7,81,True,high
5.6,335,81,19,1654.0,5,2,3,EEE,6,67,True,high
8.5,256,153,8,1651.0,1,3,0,CSE,7,51,True,high
6.44,201,140,0,1226.0,2,3,0,CSE,8,95,True,high
7.87,332,57,2,1536.0,7,0,5,CSE,6,46,True,high
8.11,219,145,20,958.0,5,3,3,ECE,8,69,True,high
9.3,112,66,22,1581.0,2,2,3,CIVIL,8,25,True,high
6.36,338,121,8,1257.0,4,1,5,EEE,6,69,True,high
5.5,142,86,18,1093.0,1,3,1,EEE,8,98,True,mid
8.0,332,130,44,1501.0,0,3,2,IT,7,42,True,high
9.78,148,54,45,957.0,1,1,4,EEE,8,68,True,high
9.16,130,88,18,1486.0,4,3,4,CIVIL,7,62,True,high
8.03,103,57,22,1117.0,6,2,5,ECE,7,77,True,high
7.26,138,62,26,1063.0,5,3,4,CIVIL,5,65,True,high
8.69,100,90,26,1415.0,2,0,0,EEE,6,62,False,none
6.73,101,51,38,1357.0,6,3,0,CSE,6,12,True,high
8.32,72,125,35,1764.0,4,0,1,CSE,6,50,True,high
8.36,38,23,11,1079.0,5,1,5,CSE,8,4,True,high
8.97,219,71,26,1744.0,3,1,0,CSE,5,46,True,high
10.0,21,8,45,1116.0,7,3,5,MECH,7,35,True,high
8.23,342,109,33,1630.0,2,3,5,EEE,5,35,True,high
7.24,306,164,32,1677.0,4,1,3,IT,5,49,True,high
7.77,139,93,27,1480.0,0,0,2,ECE,7,55,False,none
5.85,302,116,30,1202.0,0,1,2,EEE,5,18,False,none
7.04,182,82,31,1019.0,5,1,5,CSE,8,19,True,high
7.35,217,180,49,912.0,5,0,2,EEE,6,21,True,high
7.22,33,79,19,1863.0,0,1,2,EEE,5,30,True,high
7.97,108,151,39,1326.0,7,3,4,MECH,5,61,True,high
6.9,148,148,34,1124.0,3,3,4,ECE,6,43,True,high
9.03,323,99,30,1114.0,1,1,3,EEE,5,67,True,high
7.8,183,39,30,1442.0,0,3,1,CSE,6,66,True,high
7.79,38,102,37,1301.0,7,2,0,EEE,7,88,True,high
7.44,152,61,21,920.0,7,1,0,MECH,5,48,True,high
7.97,325,197,44,1616.0,5,2,4,ECE,6,58,True,high
8.71,51,68,40,1484.0,5,1,5,CSE,8,3,True,high
6.85,308,141,8,1860.0,3,1,2,CSE,6,38,True,high
7.08,217,108,8,1685.0,0,2,3,ECE,6,6,True,high
7.47,339,169,14,800.0,3,1,1,EEE,7,70,True,mid
6.32,201,177,12,1754.0,7,3,4,CSE,7,48,True,high
6.9,169,188,21,1702.0,0,2,5,MECH,7,88,True,high
7.28,73,3,15,1216.0,1,1,3,CSE,8,14,False,none
8.76,252,71,31,1292.0,4,3,5,CSE,6,6,True,high
8.09,267,16,1,1503.0,0,2,3,MECH,5,46,True,high
8.01,161,113,25,1146.0,4,2,4,EEE,6,67,True,high
8.74,224,84,13,1339.0,0,3,3,MECH,8,97,True,high
7.65,331,56,37,1650.0,1,1,2,CSE,5,44,True,high
8.23,175,106,33,1529.0,7,1,3,CSE,7,18,True,high
7.69,40,47,7,1233.0,6,2,1,CSE,7,46,True,high
8.09,241,171,35,1656.0,5,0,3,CSE,6,52,True,high
7.16,291,172,20,1476.0,4,1,0,MECH,6,26,True,high
5.5,38,116,45,1467.0,7,1,3,CSE,6,4,True,high
7.65,204,160,42,1271.0,3,3,5,IT,5,59,True,high
9.37,343,30,27,1398.0,0,0,4,MECH,6,76,True,high
8.82,265,111,45,1206.0,5,0,0,EEE,5,61,True,high
8.86,290,46,43,915.0,0,2,4,IT,7,58,True,high
9.16,313,133,47,1330.0,3,3,5,CSE,8,60,True,high
7.9,330,107,5,1369.0,7,3,1,CSE,7,55,True,high
8.02,332,71,19,1434.0,1,1,2,EEE,7,77,True,high
7.12,303,70,30,1703.0,2,2,1,CSE,6,93,True,high
7.45,96,161,32,1237.0,0,1,0,IT,5,46,True,mid
8.48,158,107,43,1308.0,6,0,5,IT,5,47,True,high
9.12,258,52,6,1592.0,3,3,5,IT,6,9,True,high
7.65,330,141,7,1212.0,2,2,2,IT,7,31,True,high
7.3,292,15,8,1438.0,0,1,3,EEE,8,64,True,high
7.8,207,170,1,1298.0,4,1,0,EEE,6,23,True,high
8.46,53,115,16,1339.0,7,0,2,CSE,6,28,True,high
6.21,37,72,44,1590.0,5,3,4,MECH,6,6,True,high
5.5,26,73,36,1307.0,5,0,2,CSE,6,94,True,mid
7.19,136,80,41,1598.0,3,1,4,MECH,7,16,True,high
6.46,177,11,43,912.0,4,3,4,IT,7,93,True,high
7.24,253,127,16,1043.0,1,3,5,CSE,7,24,True,high
7.64,85,69,37,820.0,2,0,2,CSE,7,91,False,none
7.3,240,146,34,1109.0,3,3,5,ECE,6,35,True,high
9.4,213,40,46,1864.0,6,0,5,MECH,8,60,True,high
8.16,257,180,38,1396.0,0,3,1,MECH,7,70,True,high
8.13,311,156,29,1220.0,5,3,1,EEE,6,34,True,high
8.48,223,197,5,1596.0,0,2,5,MECH,6,83,True,high
6.55,224,58,3,1631.0,2,3,5,CSE,8,77,True,high
8.94,167,88,36,1095.0,4,1,4,EEE,6,49,True,high
7.72,78,191,34,2025.0,4,2,5,EEE,7,55,True,high
8.54,94,23,8,1469.0,3,0,0,CSE,6,93,False,none
6.62,276,143,5,1501.0,3,1,2,ECE,8,64,True,high
6.09,78,179,12,1524.0,4,0,0,CIVIL,7,40,True,mid
8.7,108,79,21,1524.0,3,0,1,IT,7,24,True,high
8.21,225,133,27,1245.0,4,1,0,EEE,8,33,True,high
6.81,170,164,29,1928.0,2,0,3,IT,8,7,True,high
6.84,103,131,35,1329.0,3,2,3,CSE,8,55,True,high
9.04,183,91,1,1639.0,4,1,1,IT,5,83,True,high
